1 0:-18.66666603088379 1:-16 2:-33.33333206176758 3:0.9343243837356567 4:0.9367237091064453 5:0.9238288998603821 6:0.7458882927894592 7:0.5291399955749512 8:0.7031328678131104 9:159.8666687011719 10:802.3200073242188 11:618.4533081054688 12:14697.2626953125 13:803625.375 14:803625.375 15:2.89478325843811 16:3.91160774230957 17:3.91160774230957 18:162.6666717529297 19:808 20:621.3333129882812 21:297.2335510253906 22:4756.37646484375 23:2800.5703125 24:17.24046325683594 25:68.96648406982422 26:52.92041397094727 27:1.361193656921387 28:-0.1439418941736221 29:-0.2182090282440186 30:0.9529571533203125 31:0.4940142035484314 32:-0.448287159204483 33:1.088356971740723 34:0.2981742918491364 35:-0.3861837089061737 36:-51.85449600219727 37:-229.1026000976562 38:101.8233795166016 39:5652.14013671875 40:28366.294921875 41:21865.626953125 42:2688.888916015625 43:52488 44:10368 45:31946688 46:804646720 47:478105664 48:5.808805465698242 49:227.296142578125 50:0.02555611170828342 51:34.48413467407227 52:1138.230224609375 53:0.03029627352952957 54:20.15407371520996 55:877.5260620117188 56:0.02296692319214344
1 0:-14.66666698455811 1:-13.33333301544189 2:-18.66666603088379 3:0.9754958748817444 4:0.9765546917915344 5:0.9753873348236084 6:0.914480984210968 7:0.9173188209533691 8:0.917782187461853 9:-22.02666664123535 10:704.7999877929688 11:513.7066650390625 12:277918.03125 13:792285.8125 14:792285.8125 15:2.149818658828735 16:3.910170793533325 17:3.910170793533325 18:154.6666717529297 19:798.6666870117188 20:637.3333129882812 21:163446.078125 22:45570.39453125 23:76960.7265625 24:404.2846374511719 25:213.4722290039062 26:277.41796875 27:1.785005807876587 28:-0.9672828912734985 29:0.1625096201896667 30:1.814944505691528 31:-1.043428063392639 32:0.2210233211517334 33:1.740012526512146 34:-0.8890645503997803 35:0.1358032077550888 36:552.486083984375 37:277.1858520507812 38:301.6988830566406 39:-778.76025390625 40:24918.443359375 41:18162.2734375 42:305240.875 43:76832 44:91022.21875 45:606467.5625 46:620928768 47:329868160 48:74.75898742675781 49:561.9036865234375 50:0.1330459117889404 51:38.53863906860352 52:1039.864868164062 53:0.03706119954586029 54:51.05535125732422 55:822.2077026367188 56:0.06209544464945793
1 0:-12.66666698455811 1:-8 2:-13.33333301544189 3:0.9722197651863098 4:0.9739860892295837 5:0.9728748798370361 6:0.9031445980072021 7:0.9015215039253235 8:0.9001964330673218 9:-812 10:285.8666687011719 11:-24.26666641235352 12:1534705.625 13:735372.375 14:735372.375 15:3.766902923583984 16:3.910573244094849 17:3.910573244094849 18:-966.6666870117188 19:205.3333282470703 20:-130.6666717529297 21:143722.015625 22:40266.59375 23:67842.9765625 24:379.1068725585938 25:200.6653747558594 26:260.4668273925781 27:1.800220847129822 28:-1.002662897109985 29:0.1998402774333954 30:1.694908976554871 31:-0.9595664739608765 32:0.2197966277599335 33:1.596057176589966 34:-0.7702324390411377 35:0.08450067043304443 36:262.1009216308594 37:154.6206817626953 38:213.0748443603516 39:-28708.53515625 40:10106.9130859375 41:-857.9562377929688 42:68696.890625 43:23907.5546875 44:45400.890625 45:824180032 46:102149688 47:736088.875 48:53.22789764404297 49:1263.942260742188 50:0.04211260378360748 51:27.67172622680664 52:491.5244750976562 53:0.05629776045680046 54:36.58487701416016 55:364.4331359863281 56:0.1003884524106979
1 0:-7.333333492279053 1:-8 2:-10.66666698455811 3:0.8383777141571045 4:0.8752979636192322 5:0.7748188376426697 6:0.8153079152107239 7:0.8647481203079224 8:0.7237374186515808 9:-969.8666381835938 10:200.586669921875 11:-132.3733367919922 12:1798009.375 13:727993.25 14:727993.25 15:3.911808490753174 16:3.911672115325928 17:3.911672115325928 18:-969.3333129882812 19:200 20:-132 21:24.74376487731934 22:34.62385559082031 23:140.4110717773438 24:4.974310398101807 25:5.884203910827637 26:11.84951782226562 27:1.420835256576538 28:-0.705138623714447 29:0.2845017611980438 30:1.310501933097839 31:-0.3191729485988617 32:0.007543203420937061 33:0.8747984170913696 34:0.270890861749649 35:-0.1425543278455734 36:-1.885618090629578 37:-5.656854152679443 38:26.39865303039551 39:-34289.96484375 40:7091.8095703125 41:-4680.10400390625 42:3.555555582046509 43:32 44:696.888916015625 45:1175801728 46:50293764 47:21903374 48:1.959591746330261 49:1371.614868164062 50:0.001428674906492233 51:2.030872821807861 52:283.7846984863281 53:0.007156385574489832 54:5.619015216827393 55:187.8537445068359 56:0.02991164848208427
1 0:-22 1:-118.6666641235352 2:-31.33333396911621 3:0.9498638510704041 4:0.9704272150993347 5:0.8111750483512878 6:0.9267213940620422 7:0.9658969044685364 8:0.7760863304138184 9:-954.933349609375 10:270.1866760253906 11:-133.4400024414062 12:1958477.125 13:745266.8125 14:745266.8125 15:3.903541088104248 16:3.897788524627686 17:3.897788524627686 18:-968 19:202.6666717529297 20:-144 21:1325.932006835938 22:11830.984375 23:3557.57568359375 24:36.41334915161133 25:108.7703323364258 26:59.64541625976562 27:2.063771486282349 28:-1.6357262134552 29:0.571103572845459 30:1.845759034156799 31:-1.139890432357788 32:0.2905074059963226 33:1.85654628276825 34:-1.405975222587585 35:0.5359541177749634 36:-9.42809009552002 37:-3.771236181259155 38:71.65348815917969 39:-33761.9921875 40:9552.541015625 41:-4717.81640625 42:88.88888549804688 43:14.22222232818604 44:5134.22216796875 45:1139872128 46:91251040 47:22257792 48:8.149710655212402 49:1351.4169921875 50:0.006030492950230837 51:20.42743301391602 52:410.820068359375 53:0.0497235506772995 54:24.67207145690918 55:204.8819274902344 56:0.1204209253191948
1 0:-1699.333374023438 1:-368.6666564941406 2:-420.6666564941406 3:0.9944302439689636 4:0.9530412554740906 5:0.8886902332305908 6:0.9709556698799133 7:0.9482570290565491 8:0.878942608833313 9:-109.5466690063477 10:548.106689453125 11:-30.50666618347168 12:1367259.25 13:912165.5 14:912165.5 15:3.63935923576355 16:3.439529657363892 17:3.439529657363892 18:-460 19:446.6666564941406 20:-88 21:694869.3125 22:191017.5625 23:107863.125 24:833.5881958007812 25:437.0555725097656 26:328.4252014160156 27:2.018608093261719 28:-1.303882241249084 29:0.275956928730011 30:2.140149831771851 31:-1.571776986122131 32:0.4116064608097076 33:1.527339339256287 34:-0.9676445126533508 35:0.3339306116104126 36:-742.9335327148438 37:-171.5912475585938 38:-162.1631622314453 39:-3873.0595703125 40:19378.49609375 41:-1078.573486328125 42:551950.25 43:29443.5546875 44:26296.888671875 45:15000590 46:375526144 47:1163320.875 48:69.63626098632812 49:1175.2001953125 50:0.05925480648875237 51:90.0062255859375 52:983.4302978515625 53:0.09152272343635559 54:101.2687530517578 55:450.5748291015625 56:0.2247545719146729
1 0:-288.6666564941406 1:-325.3333435058594 2:-191.3333282470703 3:0.9169492721557617 4:0.9270273447036743 5:0.8694641590118408 6:0.9009677767753601 7:0.8409562706947327 8:0.8318331241607666 9:705.5466918945312 10:659.3599853515625 11:375.3066711425781 12:233031.765625 13:598504.5 14:598504.5 15:3.364267587661743 16:3.819122076034546 17:3.819122076034546 18:736 19:681.3333129882812 20:386.6666564941406 21:37174.3046875 22:38921.8125 23:20256.7421875 24:192.8063812255859 25:197.2861175537109 26:142.3261871337891 27:2.368410110473633 28:-2.186635494232178 29:0.812926173210144 30:2.200342178344727 31:-1.792637705802917 32:0.5860296487808228 33:1.849122166633606 34:-1.280487895011902 35:0.4177753925323486 36:130.1076507568359 37:179.1337127685547 38:-5.656854152679443 39:24944.841796875 40:23311.896484375 41:13269.0947265625 42:16928 43:32088.888671875 44:32 45:622245120 46:543444480 47:176068864 48:55.94028472900391 49:1032.145629882812 50:0.05419805645942688 51:55.48076629638672 52:970.9376220703125 53:0.05714143440127373 54:53.94977188110352 55:564.3605346679688 56:0.09559451043605804
1 0:-201.3333282470703 1:-158 2:-260 3:0.8090277314186096 4:0.7791088819503784 5:0.7225609421730042 6:0.7948901653289795 7:0.7780491709709167 8:0.7128593325614929 9:636.2666625976562 10:742.933349609375 11:338.1866760253906 12:115274.7578125 13:699778.75 14:699778.75 15:3.038181781768799 16:3.847858428955078 17:3.847858428955078 18:640 19:744 20:257.3333435058594 21:23594.376953125 22:31059.8828125 23:51830.62109375 24:153.6046142578125 25:176.2381439208984 26:227.6633911132812 27:2.313366651535034 28:-2.135972261428833 29:0.8201762437820435 30:1.894564509391785 31:-1.395077586174011 32:0.4912254512310028 33:1.825767517089844 34:-1.567648887634277 35:0.7035582661628723 36:-67.88224792480469 37:-94.28090667724609 38:20.74179840087891 39:22495.423828125 40:26266.66015625 41:11956.7041015625 42:4608 43:8888.888671875 44:430.2222290039062 45:506044096 46:689937408 47:142962784 48:65.97615814208984 49:922.801513671875 50:0.07149550318717957 51:80.96133422851562 52:1076.20751953125 53:0.07522837072610855 54:114.9658126831055 55:563.1264038085938 56:0.2041563242673874
1 0:-217.3333282470703 1:-241.3333282470703 2:-422.6666564941406 3:0.8976161479949951 4:0.851507842540741 5:0.9031789302825928 6:0.891177237033844 7:0.8450073003768921 8:0.8933783769607544 9:516.3200073242188 10:795.6799926757812 11:379.6266784667969 12:101245.6015625 13:747575.4375 14:747575.4375 15:3.227855682373047 16:3.791695356369019 17:3.791695356369019 18:557.3333129882812 19:753.3333129882812 20:448 21:26237.35546875 22:28332.95703125 23:74502.8984375 24:161.9794921875 25:168.3239593505859 26:272.9521789550781 27:2.061320066452026 28:-1.800529360771179 29:0.7268164753913879 30:2.007459163665771 31:-1.550355076789856 32:0.5380577445030212 33:1.475255727767944 34:-0.6351029872894287 35:0.1318089812994003 36:32.05550765991211 37:58.45415878295898 38:-56.56854248046875 39:18254.66796875 40:28131.537109375 41:13421.8291015625 42:1027.555541992188 43:3416.888916015625 44:3200 45:333232928 46:791383360 47:180145504 48:51.21805191040039 49:762.8726196289062 50:0.06713841110467911 51:69.953125 52:1147.541870117188 53:0.0609591044485569 54:84.37798309326172 55:653.55859375 56:0.1291054636240005
1 0:-491.3333435058594 1:-361.3333435058594 2:-290 3:0.9453646540641785 4:0.8780152797698975 5:0.7894001007080078 6:0.8731446862220764 7:0.8413488864898682 8:0.7859375476837158 9:234.1866607666016 10:771.8400268554688 11:507.8933410644531 12:107094.4921875 13:972467.9375 14:972467.9375 15:3.258247375488281 16:3.656393527984619 17:3.656393527984619 18:294.6666564941406 19:893.3333129882812 20:565.3333129882812 21:118572.609375 22:205629.296875 23:164712.546875 24:344.34375 25:453.4636535644531 26:405.8479309082031 27:2.338299989700317 28:-2.038668394088745 29:0.690132737159729 30:2.110433101654053 31:-1.799323320388794 32:0.666108250617981 33:1.719369769096375 34:-1.260128617286682 35:0.4681228995323181 36:458.2052001953125 37:294.1564331054688 38:164.0487670898438 39:8279.7490234375 40:27288.6640625 41:17956.740234375 42:209952 43:86528 44:26912 45:68554240 46:744671232 47:322444544 48:83.03145599365234 49:578.9601440429688 50:0.1434147953987122 51:157.2953643798828 52:1252.90283203125 53:0.1255447417497635 54:191.4506988525391 55:895.5972900390625 56:0.2137687355279922
1 0:-434.6666564941406 1:-241.3333282470703 2:-333.3333435058594 3:0.9206048250198364 4:0.8803447484970093 5:0.8279320001602173 6:0.8598261475563049 7:0.8764066696166992 8:0.8234624862670898 9:-352.3733215332031 10:746.933349609375 11:504 12:565692.3125 13:1678809.75 14:1678809.75 15:3.639657735824585 16:3.689256906509399 17:3.689256906509399 18:-310.6666564941406 19:818.6666870117188 20:497.3333435058594 21:164084.6875 22:115150.7265625 23:138990.875 24:405.0736694335938 25:339.3386535644531 26:372.8147888183594 27:2.450332403182983 28:-2.304824829101562 29:0.8414973020553589 30:2.038658857345581 31:-1.536311268806458 32:0.4807515740394592 33:1.687126517295837 34:-1.029021143913269 35:0.2733633816242218 36:450.6627197265625 37:-213.0748443603516 38:-362.0386657714844 39:-12458.2783203125 40:26408.08203125 41:17819.091796875 42:203096.890625 43:45400.890625 44:131072 45:155208704 46:697386752 47:317520000 48:114.8853759765625 49:746.1509399414062 50:0.1539706885814667 51:116.384651184082 52:1152.375366210938 53:0.1009954363107681 54:154.4669952392578 55:869.8241577148438 56:0.177584171295166
1 0:-309.3333435058594 1:-278.6666564941406 2:-156 3:0.8229648470878601 4:0.9042299389839172 5:0.9092400074005127 6:0.8222711086273193 7:0.8749276399612427 8:0.85840904712677 9:-467.0400085449219 10:761.4400024414062 11:397.17333984375 12:787403.625 13:1528342.75 14:1528342.75 15:3.833437204360962 16:3.732725381851196 17:3.732725381851196 18:-441.3333435058594 19:796 20:444 21:58892.484375 22:63726.9375 23:121012.9453125 24:242.677734375 25:252.4419403076172 26:347.869140625 27:2.404458522796631 28:-2.269910573959351 29:0.8573282957077026 30:2.022722959518433 31:-1.513922810554504 32:0.4783580601215363 33:1.792033553123474 34:-1.190184116363525 35:0.3568815588951111 36:-96.16651916503906 37:303.5845031738281 38:488.3750915527344 39:-16512.357421875 40:26920.96875 41:14042.1982421875 42:9248 43:92163.5546875 44:238510.21875 45:272657952 46:724738624 47:197183328 48:101.2329330444336 49:735.8218994140625 50:0.1375780403614044 51:80.49535369873047 52:1130.48974609375 53:0.07120396941900253 54:110.1052398681641 55:735.2247924804688 56:0.1497572511434555
1 0:-162 1:-313.3333435058594 2:-388.6666564941406 3:0.8832979798316956 4:0.8837977051734924 5:0.9028258919715881 6:0.8398886322975159 7:0.8787546753883362 8:0.8949738144874573 9:-646.1866455078125 10:646.7733154296875 11:-29.1733341217041 12:1979541.625 13:1031703.25 14:1031703.25 15:3.7929368019104 16:3.519026279449463 17:3.519026279449463 18:-717.3333129882812 19:632 20:-142.6666717529297 21:48629.6796875 22:74057.4921875 23:182423.921875 24:220.5213775634766 25:272.1350708007812 26:427.1111450195312 27:2.282667636871338 28:-2.033801078796387 29:0.7525785565376282 30:1.811927676200867 31:-1.235376715660095 32:0.3892740905284882 33:1.76938259601593 34:-1.270735144615173 35:0.3786197006702423 36:252.6728210449219 37:265.8721618652344 38:24.51303482055664 39:-22846.1484375 40:22866.890625 41:-1031.43310546875 42:63843.5546875 43:70688 44:600.888916015625 45:521946496 46:522894688 47:1063854.25 48:76.23869323730469 49:961.5697021484375 50:0.07928566634654999 51:84.26919555664062 52:987.2603149414062 53:0.08535661548376083 54:125.9542083740234 55:585.99365234375 56:0.2149412333965302
1 0:-134 1:-167.3333282470703 2:-510.6666564941406 3:0.9320406913757324 4:0.8754766583442688 5:0.8129971027374268 6:0.7714749574661255 7:0.8544043302536011 8:0.747862696647644 9:-723.9466552734375 10:462.4533386230469 11:-86.40000152587891 12:2017409.25 13:740395.3125 14:740395.3125 15:3.814406871795654 16:3.665446996688843 17:3.665446996688843 18:-765.3333129882812 19:488 20:-180 21:71095.5078125 22:47658.40234375 23:139982.65625 24:266.6374206542969 25:218.3080444335938 26:374.142578125 27:2.078872442245483 28:-1.652920484542847 29:0.5615523457527161 30:1.655186772346497 31:-1.052748560905457 32:0.3605847954750061 33:1.162829399108887 34:-0.2550456821918488 35:-0.2419098913669586 36:-346.9537353515625 37:50.91168975830078 38:-614.7114868164062 39:-25595.37890625 40:16350.1943359375 41:-3054.701416015625 42:120376.890625 43:2592 44:377870.21875 45:655123456 46:267328864 47:9331200 48:60.2996940612793 49:1088.07568359375 50:0.05541865900158882 51:81.43163299560547 52:717.2904052734375 53:0.1135267317295074 54:150.2334747314453 55:516.455078125 56:0.2908936142921448
